building_id,mean_electricity,building_age,sqft,primaryspaceusage
Bear_education_Irene,88.83470253641816,71.0,25996.0,Education
Bear_education_Iris,45.50789976057462,102.0,58733.0,Education
Bear_education_Katy,124.40093538970294,101.0,148032.0,Education
Bear_education_Lashanda,73.89613881748072,66.0,117814.0,Education
Bear_education_Laurette,50.94600668381933,113.0,43910.0,Education
Bear_education_Leonel,118.8260849372862,32.0,75228.0,Education
Bear_education_Lewis,23.493649768637532,94.0,49388.0,Education
Bear_education_Lila,214.48741520921217,64.0,123612.0,Education
Bear_education_Liliana,494.10235016216916,75.0,206054.0,Education
Bear_education_Lorie,400.9490125,13.0,120694.0,Education
Bear_education_Mara,507.01431696744623,59.0,128126.0,Education
Bear_education_Marie,23.777067432447836,101.0,51020.0,Education
Bear_education_Marsha,88.02116195074566,84.0,110919.0,Education
Bear_education_Marta,41.97751815330216,45.0,47954.0,Education
Bear_education_Maryjane,330.22373104864,61.0,86091.0,Education
Bear_education_Merrill,21.887529747852202,26.0,34825.0,Education
Bear_education_Millie,3.4084882102686636,116.0,7122.0,Education
Bear_education_Nanette,112.8408613392015,10.0,66203.0,Education
Bear_education_Oscar,11.705001782653412,119.0,23533.0,Education
Bear_education_Owen,150.1917695158807,61.0,193202.0,Education
Bear_education_Paola,149.42739709839245,58.0,137806.0,Education
Bear_education_Patricia,632.3578278809347,62.0,182943.0,Education
Bear_education_Pattie,172.789064282041,11.0,86465.0,Education
Bear_education_Rebecca,781.6453305528557,35.0,153700.0,Education
Bear_education_Sandy,6.671731276571297,105.0,14542.0,Education
Bear_education_Santos,8.532948203370465,61.0,14524.0,Education
Bear_education_Sharon,112.2177151670658,72.0,56637.0,Education
Bear_education_Shelley,162.52277344658535,63.0,240884.0,Education
Bear_education_Tara,3.400457473431608,102.0,7900.0,Education
Bear_education_Thuy,230.68699058830236,54.0,270413.0,Education
Bear_education_Val,374.4448915944343,61.0,177281.0,Education
Bear_education_Wade,54.14092333105101,67.0,113589.0,Education
Bear_education_Wilton,1565.9103543104925,19.0,304333.0,Education
Bear_education_Wm,50.325106573920976,77.0,93420.0,Education
Bear_education_Yuri,17.974004627249357,94.0,40835.0,Education
Bear_education_Yvette,10.980290365163723,71.0,15326.0,Education
Bear_education_Zandra,979.093269725823,16.0,154706.0,Education
Bear_lodging_Dannie,8.646647391577623,95.0,23012.0,Lodging/residential
Bear_lodging_Erick,48.52624347329334,21.0,71994.0,Lodging/residential
Bear_lodging_Esperanza,29.646392227763926,83.0,86959.0,Lodging/residential
Bear_lodging_Evan,175.3630453984576,95.0,185200.0,Lodging/residential
Bear_parking_Bridget,16.626975336284694,70.0,387.0,Parking
Bear_parking_Bruce,42.160070629450956,18.0,306140.0,Parking
Bear_parking_Gordon,27.76254725412881,36.0,98539.0,Parking
Bear_public_Arlean,145.3129069654006,55.0,130581.0,Public services
Bear_public_Jocelyn,48.64831803671189,95.0,68701.0,Public services
Bear_public_Lowell,205.42652519240636,76.0,132394.0,Public services
Bear_public_Orville,37.25759166571656,21.0,29063.0,Public services
Bear_public_Rayna,111.26716526051761,108.0,166514.0,Public services
Bear_public_Valorie,194.4200015904686,31.0,189425.0,Public services
Bear_science_Alison,103.42971094802971,83.0,53234.0,Technology/science
Bear_science_Eleanor,36.24740663539641,62.0,33167.0,Technology/science
Bear_utility_Sidney,52.25362490985061,26.0,23432.0,Utility
Cockatoo_assembly_Britt,47.68296568627451,77.0,15450.0,Entertainment/public assembly
Cockatoo_assembly_Doyle,254.29440842693143,76.0,199037.0,Entertainment/public assembly
Cockatoo_assembly_Ed,159.8718088275519,50.0,95079.0,Entertainment/public assembly
Cockatoo_assembly_Emilio,263.2945859403115,69.0,68693.0,Entertainment/public assembly
Cockatoo_assembly_Evelyn,7.156228858726107,111.0,19619.0,Entertainment/public assembly
Cockatoo_assembly_Fernanda,84.81707874411707,62.0,76153.0,Entertainment/public assembly
Cockatoo_assembly_Genoveva,14.726341463868886,23.0,16351.0,Entertainment/public assembly
Cockatoo_assembly_Griselda,38.29072834543086,18.0,28760.0,Entertainment/public assembly
Cockatoo_assembly_Heath,129.92628116391612,37.0,111530.0,Entertainment/public assembly
Cockatoo_assembly_Meredith,67.01602552781918,74.0,93608.0,Entertainment/public assembly
Cockatoo_assembly_Mimi,7.491378104371653,28.0,11265.0,Entertainment/public assembly
Cockatoo_assembly_Pierre,15.269466341917468,72.0,53194.0,Entertainment/public assembly
Cockatoo_assembly_Ralph,19.067970604114308,110.0,155177.0,Entertainment/public assembly
Cockatoo_assembly_Rodger,85.5964077123696,50.0,82035.0,Entertainment/public assembly
Cockatoo_assembly_Tabitha,12.114766021225098,72.0,17104.0,Entertainment/public assembly
Cockatoo_assembly_Valencia,109.59120546007321,35.0,151900.0,Entertainment/public assembly
Cockatoo_education_Amira,47.36370384011062,92.0,28432.0,Education
Cockatoo_education_Arlen,84.00337349854047,112.0,40311.0,Education
Cockatoo_education_Brendan,69.70507841628398,47.0,116854.0,Education
Cockatoo_education_Brigitte,713.2991257227943,17.0,279840.0,Education
Cockatoo_education_Charity,267.5914306856291,104.0,233863.0,Education
Cockatoo_education_Claudine,38.739578032888616,112.0,28084.0,Education
Cockatoo_education_Clifton,1.333421209284912,58.0,56969.0,Education
Cockatoo_education_Collin,206.24204986967857,68.0,56497.0,Education
Cockatoo_education_Deloris,75.7941047224472,58.0,33148.0,Education
Cockatoo_education_Erik,166.53524083281542,64.0,140488.0,Education
Cockatoo_education_Eunice,390.83188504748307,15.0,131271.0,Education
Cockatoo_education_Evangeline,211.01425637809945,11.0,105434.0,Education
Cockatoo_education_Flora,870.1564952708993,21.0,149762.0,Education
Cockatoo_education_Gussie,301.2929048845581,74.0,30143.0,Education
Cockatoo_education_Helene,116.17651129122416,77.0,33695.0,Education
Cockatoo_education_Jack,7.467219002109967,113.0,31415.0,Education
Cockatoo_education_Janet,999.749694453062,30.0,322341.0,Education
Cockatoo_education_Joeann,393.66417492987597,57.0,111518.0,Education
Cockatoo_education_Joel,6.07502119858552,64.0,9552.0,Education
Cockatoo_education_Jon,112.32658227848101,102.0,113988.0,Education
Cockatoo_education_Julia,32.887858453505714,23.0,40461.0,Education
Cockatoo_education_Julio,173.87772969787207,14.0,98125.0,Education
Cockatoo_education_June,104.21731976029312,58.0,105612.0,Education
Cockatoo_education_Latrice,2.085172193877551,49.0,20889.0,Education
Cockatoo_education_Laurence,71.64535145799726,113.0,47398.0,Education
Cockatoo_education_Lionel,330.90308943089434,51.0,125507.0,Education
Cockatoo_education_Magdalena,10.95394873115344,67.0,9111.0,Education
Cockatoo_education_Marva,157.9962425212482,35.0,108971.0,Education
Cockatoo_education_Mayra,69.20700743831122,121.0,124289.0,Education
Cockatoo_education_Melanie,16.820524599726944,32.0,34875.0,Education
Cockatoo_education_Nelda,122.37900058356095,41.0,74599.0,Education
Cockatoo_education_Oliver,168.27760923754573,92.0,180625.0,Education
Cockatoo_education_Orlando,235.36142233389168,95.0,171008.0,Education
Cockatoo_education_Rita,12.670707178309964,65.0,18342.0,Education
Cockatoo_education_Sheryl,471.40926393076495,57.0,160673.0,Education
Cockatoo_education_Terrence,434.6338655153134,15.0,204029.0,Education
Cockatoo_education_Tyler,770.3488065959295,35.0,214505.0,Education
Cockatoo_industrial_Nathaniel,82.85391813251886,57.0,111518.0,Manufacturing/industrial
Cockatoo_industrial_Sarita,15.000469421179973,88.0,11302.0,Manufacturing/industrial
Cockatoo_lodging_Aimee,33.696541820776964,97.0,21168.0,Lodging/residential
Cockatoo_lodging_Alicia,24.156135987796528,72.0,39538.0,Lodging/residential
Cockatoo_lodging_Ana,13.026547431443108,100.0,20291.0,Lodging/residential
Cockatoo_lodging_Carmen,17.627545133072772,50.0,40492.0,Lodging/residential
Cockatoo_lodging_Cletus,83.69257408740998,96.0,166814.0,Lodging/residential
Cockatoo_lodging_Elvia,257.338902147068,38.0,150294.0,Lodging/residential
Cockatoo_lodging_Emory,80.41367455459681,79.0,168791.0,Lodging/residential
Cockatoo_lodging_Eric,19.214975091506915,50.0,41236.0,Lodging/residential
Cockatoo_lodging_Homer,265.4915472361809,84.0,129664.0,Lodging/residential
Cockatoo_lodging_Jarrod,61.58927117000646,50.0,65663.0,Lodging/residential
Cockatoo_lodging_Javier,93.56474916558099,64.0,133594.0,Lodging/residential
Cockatoo_lodging_Jim,50.95152201749488,50.0,65999.0,Lodging/residential
Cockatoo_lodging_Jimmie,183.58276982322403,24.0,29775.0,Lodging/residential
Cockatoo_lodging_Johnathan,8.98644819157516,50.0,40629.0,Lodging/residential
Cockatoo_lodging_Josephine,81.12447914468376,21.0,78438.0,Lodging/residential
Cockatoo_lodging_Judi,15.089651442397171,93.0,19876.0,Lodging/residential
Cockatoo_lodging_Katharine,26.19478423633091,122.0,61439.0,Lodging/residential
Cockatoo_lodging_Kerri,18.360156945413934,112.0,96336.0,Lodging/residential
Cockatoo_lodging_Kyle,232.16315011477138,18.0,142901.0,Lodging/residential
Cockatoo_lodging_Lana,33.676104868658015,123.0,48881.0,Lodging/residential
Cockatoo_lodging_Linwood,17.986606904894845,50.0,41302.0,Lodging/residential
Cockatoo_lodging_Lynne,127.35484986041317,20.0,136522.0,Lodging/residential
Cockatoo_lodging_Mandy,12.268658626257608,60.0,18277.0,Lodging/residential
Cockatoo_lodging_Olga,68.96781954835907,50.0,40451.0,Lodging/residential
Cockatoo_lodging_Raphael,95.73441849990695,19.0,83141.0,Lodging/residential
Cockatoo_lodging_Tesha,21.340473731974143,61.0,24103.0,Lodging/residential
Cockatoo_lodging_Tessie,228.54340985417315,19.0,169290.0,Lodging/residential
Cockatoo_office_Ada,432.774246607026,44.0,53303.0,Office
Cockatoo_office_Christy,191.8469173969712,52.0,187041.0,Office
Cockatoo_office_Delores,72.64216298157454,62.0,84615.0,Office
Cockatoo_office_Gail,21.465838610973186,112.0,31316.0,Office
Cockatoo_office_Georgia,244.4447506824668,93.0,157933.0,Office
Cockatoo_office_Giovanni,131.34804604338908,68.0,115288.0,Office
Cockatoo_office_Jimmy,13.71220711624441,115.0,14744.0,Office
Cockatoo_office_Jodie,52.719716980078196,110.0,31053.0,Office
Cockatoo_office_Kristin,110.50728907646474,62.0,49553.0,Office
Cockatoo_office_Laila,222.50213102848986,40.0,110380.0,Office
Cockatoo_office_Lorraine,6.759551810602289,31.0,11524.0,Office
Cockatoo_office_Margaret,3.241614906832298,24.0,92271.0,Office
Cockatoo_office_Paige,109.06809356659842,92.0,130794.0,Office
Cockatoo_office_Pansy,54.5396425344421,78.0,87977.0,Office
Cockatoo_office_Rodney,131.3717171226503,63.0,46981.0,Office
Cockatoo_public_Caleb,181.7870277094972,72.0,136817.0,Public services
Cockatoo_public_Chiquita,88.26020954449547,32.0,99541.0,Public services
Cockatoo_public_Harland,50.67414994101943,69.0,50577.0,Public services
Cockatoo_public_Leah,167.6152929457749,65.0,240026.0,Public services
Cockatoo_public_Shad,129.7741606094458,25.0,111360.0,Public services
Cockatoo_public_Valerie,441.57271904584655,60.0,243072.0,Public services
Cockatoo_science_Rex,185.18961706893344,113.0,60100.0,Technology/science
Cockatoo_utility_Kimiko,78.69808915139826,35.0,4071.0,Utility
Cockatoo_utility_Sherri,56.46498501396214,85.0,74922.0,Utility
Fox_assembly_Adrianne,233.1324145213768,50.0,230259.0,Entertainment/public assembly
Fox_assembly_Audrey,13.059622028390628,86.0,11935.0,Entertainment/public assembly
Fox_assembly_Boyce,347.1924451889732,36.0,167066.0,Entertainment/public assembly
Fox_assembly_Bradley,156.24771453744492,67.0,809530.0,Entertainment/public assembly
Fox_assembly_Carlos,112.06815335390242,12.0,72193.0,Entertainment/public assembly
Fox_assembly_Cathy,57.626098484848484,36.0,144086.0,Entertainment/public assembly
Fox_assembly_Cecelia,16.736885404789053,107.0,17132.0,Entertainment/public assembly
Fox_assembly_Christie,20.900493749643246,20.0,10733.0,Entertainment/public assembly
Fox_assembly_Dixie,73.03409254293376,17.0,105505.0,Entertainment/public assembly
Fox_assembly_Emma,170.83958074268438,61.0,143093.0,Entertainment/public assembly
Fox_assembly_Gary,91.64637363890314,44.0,24345.0,Entertainment/public assembly
Fox_assembly_Johnnie,336.371138690306,36.0,254766.0,Entertainment/public assembly
Fox_assembly_Lakeisha,17.662475473420034,20.0,9666.0,Entertainment/public assembly
Fox_assembly_Leeanne,18.236949925858333,26.0,20804.0,Entertainment/public assembly
Fox_assembly_Renna,375.9731121372784,49.0,179449.0,Entertainment/public assembly
Fox_assembly_Terrell,49.38180189491817,51.0,51999.0,Entertainment/public assembly
Fox_education_Andre,454.5828592601037,20.0,183460.0,Education
Fox_education_Ashli,28.945501140250858,55.0,9309.0,Education
Fox_education_Claire,60.93583912894767,65.0,87673.0,Education
Fox_education_Claude,971.1235633955587,19.0,193294.0,Education
Fox_education_Delma,92.43503655054255,57.0,98829.0,Education
Fox_education_Dominique,184.29497176430323,66.0,96124.0,Education
Fox_education_Eldon,195.19033639318093,61.0,49662.0,Education
Fox_education_Elizabeth,476.5396834104428,70.0,272278.0,Education
Fox_education_Elois,11.220228102189783,56.0,7481.0,Education
Fox_education_Elvira,189.0583934482365,11.0,148829.0,Education
Fox_education_Gayla,61.83848039215686,61.0,78268.0,Education
Fox_education_Geoffrey,120.09778468381137,68.0,137040.0,Education
Fox_education_Gloria,660.4872011179557,42.0,151637.0,Education
Fox_education_Jaclyn,192.83681195801006,21.0,71248.0,Education
Fox_education_Jacqueline,92.12040744021257,46.0,126985.0,Education
Fox_education_Janina,126.87541309564621,74.0,91273.0,Education
Fox_education_John,56.9802246995297,58.0,49384.0,Education
Fox_education_Kim,57.513033413159995,55.0,62238.0,Education
Fox_education_Leona,271.1793289623717,22.0,282946.0,Education
Fox_education_Leota,216.12684534671533,33.0,132518.0,Education
Fox_education_Lilly,186.92269246202352,34.0,131710.0,Education
Fox_education_Long,147.09477366020525,61.0,137065.0,Education
Fox_education_Louie,77.63158038768529,54.0,179167.0,Education
Fox_education_Marcelina,4.125577077363897,118.0,4314.0,Education
Fox_education_Marlana,177.9954153528636,60.0,64560.0,Education
Fox_education_Maureen,292.2398721169217,17.0,244964.0,Education
Fox_education_Melinda,407.60472120866586,32.0,204349.0,Education
Fox_education_Melvin,60.93497219833764,43.0,24643.0,Education
Fox_education_Nilda,135.8962026110256,36.0,111635.0,Education
Fox_education_Ollie,107.93274883137613,55.0,72102.0,Education
Fox_education_Otilia,931.3824152687437,13.0,327256.0,Education
Fox_education_Ray,47.59754988028731,116.0,12761.0,Education
Fox_education_Rudolph,23.591174172794116,55.0,25139.0,Education
Fox_education_Stacia,76.93156902318071,86.0,33739.0,Education
Fox_education_Sterling,22.35462538487855,75.0,44203.0,Education
Fox_education_Suzan,40.838203568764705,111.0,49078.0,Education
Fox_education_Theodore,270.32488710229217,54.0,122592.0,Education
Fox_education_Virgil,89.59529220594105,61.0,65907.0,Education
Fox_education_Wendell,531.9753156184067,33.0,219608.0,Education
Fox_education_Yolande,522.5005392771634,19.0,179559.0,Education
Fox_food_Francesco,60.72024117680598,13.0,24867.0,Food sales and service
Fox_health_Lorena,41.97347749085923,91.0,36904.0,Healthcare
Fox_lodging_Alana,201.78459350057014,19.0,74682.0,Lodging/residential
Fox_lodging_Angla,117.93965820256776,58.0,216526.0,Lodging/residential
Fox_lodging_Frances,99.107022648183,61.0,111304.0,Lodging/residential
Fox_lodging_Helen,354.0070529555949,16.0,553210.0,Lodging/residential
Fox_lodging_Isabell,27.69518700114025,74.0,30949.0,Lodging/residential
Fox_lodging_Jina,141.91429206819868,62.0,106440.0,Lodging/residential
Fox_lodging_Morris,23.453251169690745,90.0,32841.0,Lodging/residential
Fox_lodging_Stephan,30.46006334170281,85.0,36406.0,Lodging/residential
Fox_lodging_Stephen,82.21464625733995,69.0,86323.0,Lodging/residential
Fox_lodging_Wallace,350.69315450399085,18.0,63348.0,Lodging/residential
Fox_lodging_Warren,36.2424107448386,74.0,49108.0,Lodging/residential
Fox_lodging_Winifred,84.07878050171038,24.0,60086.0,Lodging/residential
Fox_office_Alice,360.738779931585,58.0,202435.0,Office
Fox_office_Brandy,32.174773012432986,40.0,42214.0,Office
Fox_office_Carson,51.70108608893957,95.0,74180.0,Office
Fox_office_Edythe,113.33007011743246,52.0,83660.0,Office
Fox_office_Essie,34.66553837375179,57.0,131797.0,Office
Fox_office_Israel,121.31287970353479,42.0,121440.0,Office
Fox_office_Joy,182.00484231536927,11.0,70837.0,Office
Fox_office_Karima,70.93463459126669,59.0,51732.0,Office
Fox_office_Margarita,19.150467445742905,84.0,23549.0,Office
Fox_office_Molly,7.2076898499457975,26.0,6203.0,Office
Fox_office_Rowena,36.893463843387934,69.0,33713.0,Office
Fox_office_Sheila,9.318882996920973,85.0,9703.0,Office
Fox_office_Thelma,124.38720955421276,37.0,118966.0,Office
Fox_office_Vicki,146.81316260765414,11.0,70832.0,Office
Fox_office_Yong,135.2295414623018,21.0,163959.0,Office
Fox_parking_Felipa,61.71628837687955,21.0,557217.0,Parking
Fox_parking_Lynelle,13.041327746422667,38.0,157113.0,Parking
Fox_parking_Tommie,87.36138766896708,21.0,405083.0,Parking
Fox_public_Bart,132.06106670467503,43.0,101262.0,Public services
Fox_public_Denny,142.674846895136,18.0,43681.0,Public services
Fox_public_Martin,183.83454913591513,59.0,345837.0,Public services
Fox_religion_Maurice,1.835976543509966,77.0,1629.0,Religious worship
Fox_retail_Manie,64.65268313555454,43.0,45224.0,Retail
Fox_warehouse_Lorretta,17.876947587849912,50.0,3877.0,Warehouse/storage
Fox_warehouse_Pearl,32.91734452914542,46.0,12908.0,Warehouse/storage
Lamb_assembly_Alden,1.2398549564519827,49.0,8730.0,Entertainment/public assembly
Lamb_assembly_Bertie,73.85997707406139,49.0,149704.0,Entertainment/public assembly
Lamb_assembly_Cesar,10.189040404617671,49.0,15306.0,Entertainment/public assembly
Lamb_assembly_Cherie,55.084921882124945,49.0,47275.0,Entertainment/public assembly
Lamb_assembly_Corliss,9.019070768087781,49.0,31075.0,Entertainment/public assembly
Lamb_assembly_Delilah,6.455026100125729,49.0,31075.0,Entertainment/public assembly
Lamb_assembly_Dillon,22.20730934329039,49.0,57189.0,Entertainment/public assembly
Lamb_assembly_Dorathy,2.159110863095238,59.0,8773.0,Entertainment/public assembly
Lamb_assembly_Dudley,22.090623232121455,49.0,27857.0,Entertainment/public assembly
Lamb_assembly_Elinor,22.401068462152303,49.0,49492.0,Entertainment/public assembly
Lamb_assembly_Ethel,36.24694160325796,49.0,41484.0,Entertainment/public assembly
Lamb_assembly_Eugenia,6.430371869804882,49.0,12777.0,Entertainment/public assembly
Lamb_assembly_Isa,1.7799778446201444,49.0,7427.0,Entertainment/public assembly
Lamb_assembly_Jerry,2.2868067993693337,106.0,11162.0,Entertainment/public assembly
Lamb_assembly_Katelyn,28.10528883378933,106.0,48642.0,Entertainment/public assembly
Lamb_assembly_Kurt,1.5581114194097245,80.0,7352.0,Entertainment/public assembly
Lamb_assembly_Librada,31.27599811331509,49.0,31829.0,Entertainment/public assembly
Lamb_assembly_Louis,16.401101237696704,49.0,36307.0,Entertainment/public assembly
Lamb_assembly_Nicole,1.7039575948937324,80.0,6910.0,Entertainment/public assembly
Lamb_assembly_Ossie,3.687272970964792,49.0,12045.0,Entertainment/public assembly
Lamb_assembly_Queen,1.2278761735357917,49.0,5619.0,Entertainment/public assembly
Lamb_assembly_Rosa,110.9747722013224,49.0,12185.0,Entertainment/public assembly
Lamb_assembly_Steven,3.581592169396724,49.0,5447.0,Entertainment/public assembly
Lamb_assembly_Tasha,9.13039445237144,49.0,4768.0,Entertainment/public assembly
Lamb_assembly_Tawana,4.34171685516235,80.0,9494.0,Entertainment/public assembly
Lamb_assembly_Theresa,2.8679824169809027,49.0,10656.0,Entertainment/public assembly
Lamb_assembly_Walter,2.7795651689247127,59.0,15715.0,Entertainment/public assembly
Lamb_assembly_Zita,0.4232097936341378,59.0,6910.0,Entertainment/public assembly
Lamb_education_Aldo,1.851440915266357,59.0,7922.0,Education
Lamb_education_Alina,5.678241795481569,49.0,20204.0,Education
Lamb_education_Antonio,38.85883050373666,80.0,102429.0,Education
Lamb_education_Armando,40.68228753419972,80.0,120566.0,Education
Lamb_education_Augustine,5.478751840210309,59.0,31635.0,Education
Lamb_education_Bert,6.298925430221952,106.0,25866.0,Education
Lamb_education_Bettye,8.772205624856946,106.0,28976.0,Education
Lamb_education_Camille,37.78167629076087,59.0,68695.0,Education
Lamb_education_Carlton,12.089198812568506,59.0,35768.0,Education
Lamb_education_Chet,2.3654795730965703,80.0,11603.0,Education
Lamb_education_Daniel,7.830476816985235,49.0,15414.0,Education
Lamb_education_Darrel,41.64778109989161,59.0,128682.0,Education
Lamb_education_Debby,8.878449045360574,106.0,31872.0,Education
Lamb_education_Dolly,4.692188318411596,59.0,23185.0,Education
Lamb_education_Domitila,56.04436981745579,49.0,139113.0,Education
Lamb_education_Dwayne,6.068376363012916,49.0,14973.0,Education
Lamb_education_Ellen,5.150657740484008,106.0,22184.0,Education
Lamb_education_Emery,39.2307293513606,59.0,109071.0,Education
Lamb_education_Emilie,4.910567147728657,59.0,14025.0,Education
Lamb_education_Eula,1.5993828773369811,106.0,31506.0,Education
Lamb_education_Faith,8.0859769291578,106.0,17190.0,Education
Lamb_education_Felicia,4.601902770842215,59.0,23487.0,Education
Lamb_education_Felipe,28.183649569727688,59.0,96929.0,Education
Lamb_education_Fred,8.80856629978717,106.0,29149.0,Education
Lamb_education_Freddy,2.713020597168892,49.0,12970.0,Education
Lamb_education_Gabriel,7.084115596959479,49.0,23605.0,Education
Lamb_education_Gabrielle,4.716537055403556,106.0,27685.0,Education
Lamb_education_Garry,6.869864138758715,49.0,33982.0,Education
Lamb_education_Harold,4.313372296367228,59.0,12788.0,Education
Lamb_education_Heidi,7.580476033611399,49.0,23293.0,Education
Lamb_education_Hellen,3.544874708100219,106.0,12088.0,Education
Lamb_education_Hilary,3.860504783677202,106.0,13789.0,Education
Lamb_education_Hillary,4.730647832817337,49.0,24090.0,Education
Lamb_education_Hubert,7.243375312803519,49.0,11270.0,Education
Lamb_education_Hui,10.85379451271792,106.0,37265.0,Education
Lamb_education_Ira,3.0424867816845973,49.0,11281.0,Education
Lamb_education_Isabelle,11.96455377757458,59.0,24251.0,Education
Lamb_education_Jane,9.881594397759105,59.0,29891.0,Education
Lamb_education_Junior,44.358095637277295,59.0,121471.0,Education
Lamb_education_Kasha,5.726785744693791,59.0,25134.0,Education
Lamb_education_Kayla,8.078276319795409,106.0,26027.0,Education
Lamb_education_Larissa,6.607283540818083,49.0,27502.0,Education
Lamb_education_Lawrence,7.274466113297963,49.0,23067.0,Education
Lamb_education_Lazaro,19.707732455540356,59.0,95433.0,Education
Lamb_education_Lemuel,8.415518065183022,59.0,17104.0,Education
Lamb_education_Leopoldo,6.806922176341997,49.0,42883.0,Education
Lamb_education_Logan,3.6533355103637075,49.0,23164.0,Education
Lamb_education_Lucas,4.552690315777474,106.0,18697.0,Education
Lamb_education_Luz,76.62487535082715,12.0,155807.0,Education
Lamb_education_Mae,51.45902160282717,49.0,121062.0,Education
Lamb_education_Manuel,8.840769167904904,49.0,30613.0,Education
Lamb_education_Marc,10.474367018396391,49.0,8730.0,Education
Lamb_education_Maritza,6.143780705381575,59.0,30300.0,Education
Lamb_education_Marty,4.859514106697488,49.0,12927.0,Education
Lamb_education_Maxwell,5.484230786375586,106.0,28363.0,Education
Lamb_education_Mckenzie,38.27721923098865,59.0,126045.0,Education
Lamb_education_Moses,6.925694052903618,49.0,13939.0,Education
Lamb_education_Nathan,4.311554131955002,49.0,31614.0,Education
Lamb_education_Nichol,1.5362812711411786,80.0,47071.0,Education
Lamb_education_Norris,9.751252246781638,59.0,34563.0,Education
Lamb_education_Patsy,5.443118156360727,106.0,32195.0,Education
Lamb_education_Phil,3.324856051575234,49.0,10915.0,Education
Lamb_education_Philomena,37.958357067016784,59.0,137046.0,Education
Lamb_education_Princess,6.621097790497997,49.0,19041.0,Education
Lamb_education_Randal,8.697919306780175,49.0,28826.0,Education
Lamb_education_Renae,14.12290008841733,59.0,75272.0,Education
Lamb_education_Rick,5.757203417533432,59.0,17050.0,Education
Lamb_education_Robin,38.24790083865815,49.0,94658.0,Education
Lamb_education_Rodrigo,34.466891631011464,49.0,66187.0,Education
Lamb_education_Ruben,5.584505326523167,49.0,16985.0,Education
Lamb_education_Sabrina,3.467126150461407,49.0,11464.0,Education
Lamb_education_Salvador,6.897535030140657,59.0,27663.0,Education
Lamb_education_Sara,31.378362990196077,80.0,93764.0,Education
Lamb_education_Stefan,7.208689438793005,49.0,23153.0,Education
Lamb_education_Sunny,6.387795551866271,106.0,18202.0,Education
Lamb_education_Sylvester,3.185822817158503,49.0,22949.0,Education
Lamb_education_Terina,83.26449158627776,59.0,160038.0,Education
Lamb_education_Traci,2.64877744170553,49.0,14790.0,Education
Lamb_education_Vaughn,6.266522060966723,106.0,28191.0,Education
Lamb_education_Wanda,3.5558293255488658,49.0,11690.0,Education
Lamb_education_Wilbert,7.576467633467105,80.0,23842.0,Education
Lamb_education_Willetta,0.019731988144094846,49.0,37975.0,Education
Lamb_education_Williams,26.369070414741287,49.0,88856.0,Education
Lamb_food_Sylvia,10.692283847461743,106.0,35306.0,Food sales and service
